track_id,class_id,class_name,mean_confidence,frame_count,first_frame,last_frame,first_timestamp,last_timestamp,first_centroid_x,first_centroid_y,last_centroid_x,last_centroid_y,avg_speed_kmh,max_speed_kmh,speed_estimated
106,2,car,0.6207603800356092,201,272,532,9.066666666666666,17.733333333333334,978.3018493652344,504.1888732910156,971.4024353027344,572.9346313476562,,,False
108,2,car,0.5812553397469944,248,278,528,9.266666666666667,17.6,1059.8203735351562,510.8171081542969,1284.9999389648438,577.8382568359375,,,False
109,2,car,0.42460635920085815,213,285,532,9.5,17.733333333333334,1021.6026611328125,501.55506896972656,937.4051513671875,524.1465148925781,,,False
110,2,car,0.5565614771761306,219,299,532,9.966666666666667,17.733333333333334,980.9457092285156,508.3358612060547,1026.3289489746094,546.8707580566406,,,False
112,2,car,0.5703896276335015,211,308,532,10.266666666666667,17.733333333333334,1052.0662231445312,507.22027587890625,1095.3272094726562,533.5350341796875,,,False
114,2,car,0.5861082274532883,169,323,532,10.766666666666667,17.733333333333334,942.0506896972656,502.3586730957031,913.1461181640625,541.3008728027344,,,False
118,2,car,0.4231591694484091,157,334,532,11.133333333333333,17.733333333333334,1000.6108703613281,506.31300354003906,965.7750549316406,543.5231323242188,,,False
132,2,car,0.5394071427645621,154,379,532,12.633333333333333,17.733333333333334,1028.7250366210938,511.9571228027344,1052.6799926757812,536.0177001953125,,,False
133,2,car,0.5022822425172135,148,380,532,12.666666666666666,17.733333333333334,999.4148254394531,510.3894500732422,1006.1629943847656,533.7669067382812,,,False
137,2,car,0.2747587848040793,90,384,484,12.8,16.133333333333333,831.3596496582031,570.6090698242188,838.0504455566406,557.7267150878906,,,False
141,2,car,0.3699557309349378,138,387,532,12.9,17.733333333333334,973.0986633300781,509.0335388183594,968.0805053710938,524.4594421386719,,,False
145,2,car,0.3080975724493756,68,404,527,13.466666666666667,17.566666666666666,1048.3251342773438,504.7338409423828,1064.292236328125,509.9053497314453,,,False
146,2,car,0.7154616499242704,121,412,532,13.733333333333333,17.733333333333334,1012.1651916503906,540.8724670410156,1049.0133666992188,625.705322265625,4.186106833886181,6.243821646260065,True
155,2,car,0.2825372342912244,71,433,532,14.433333333333334,17.733333333333334,836.8424987792969,555.5996704101562,835.9424438476562,556.3037719726562,,,False
162,2,car,0.2641494436028563,81,451,532,15.033333333333333,17.733333333333334,972.9017639160156,517.4480133056641,1021.2317199707031,503.0279235839844,,,False
164,2,car,0.249325658648442,39,454,532,15.133333333333333,17.733333333333334,852.947265625,540.3993835449219,976.1438293457031,510.3067321777344,,,False
168,2,car,0.30272219265284744,46,481,532,16.033333333333335,17.733333333333334,1038.2573852539062,511.9393615722656,1043.5861206054688,525.5748291015625,,,False
180,2,car,0.3916660964488983,30,503,532,16.766666666666666,17.733333333333334,1006.417236328125,513.7669982910156,1004.9046020507812,515.7106628417969,,,False
182,2,car,0.2757102873395471,17,505,532,16.833333333333332,17.733333333333334,966.695068359375,506.83042907714844,957.667724609375,508.5100402832031,,,False
185,2,car,0.27031117571251734,14,519,532,17.3,17.733333333333334,831.137939453125,569.1638793945312,830.1802368164062,566.1420593261719,,,False
4,7,truck,0.7937295775699794,533,0,532,0.0,17.733333333333334,774.353515625,577.0081787109375,777.5279235839844,590.7300109863281,0.33994916362405575,0.5111374407732945,True
17,7,truck,0.7019173748070194,62,0,61,0.0,2.033333333333333,1156.474853515625,632.7669677734375,1278.667236328125,878.1263122558594,,,False
138,7,truck,0.29643828031562625,21,385,408,12.833333333333334,13.6,940.9301452636719,499.1863555908203,935.3369140625,496.3882598876953,,,False
60,3,motorcycle,0.5639189314551469,82,134,215,4.466666666666667,7.166666666666667,961.4071960449219,575.8656616210938,879.6905212402344,1057.8087768554688,30.564238617144515,61.62799642439175,True
65,3,motorcycle,0.5340207683485608,43,140,182,4.666666666666667,6.066666666666666,1120.3866577148438,553.7643127441406,1278.160888671875,578.1968688964844,,,False
130,3,motorcycle,0.5130732733783104,139,376,532,12.533333333333333,17.733333333333334,971.1916809082031,540.509033203125,990.2936401367188,773.5369567871094,,,False
153,3,motorcycle,0.4188892127889575,99,430,532,14.333333333333334,17.733333333333334,970.322509765625,567.9256286621094,904.4317016601562,720.6854553222656,,,False
151,5,bus,0.3383435658339796,29,425,462,14.166666666666666,15.4,927.8613586425781,495.44873046875,922.8851013183594,489.52923583984375,,,False
